	0.333333333333
2-amino-3-ketobutyrate coenzyme A ligase (EC 2.3.1.29)	1.0
putative integral membrane protein	0.666666666667
Ribosomal RNA small subunit methyltransferase E (EC 2.1.1.-)	1.0
transposase IS204/IS1001/IS1096/IS1165 family protein	0.333333333333
arsenical resistance operon repressor	0.333333333333
NAD synthetase (EC 6.3.1.5) / Glutamine amidotransferase chain of NAD synthetase	1.0
Diaminobutyrate-pyruvate aminotransferase (EC 2.6.1.46)	0.166666666667
YafQ toxin protein	0.5
amidohydrolase 2	0.666666666667
Aspartate aminotransferase (EC 2.6.1.1)	1.0
Transglycosylase-associated protein	0.333333333333
Branched-chain amino acid aminotransferase (EC 2.6.1.42)	1.0
DNA polymerase-like protein PA0670	0.5
Hypoxanthine-guanine phosphoribosyltransferase (EC 2.4.2.8)	1.0
Transcriptional regulator, TetR family	1.0
Chloride channel protein	1.0
Biopolymer transport protein ExbD/TolR	1.0
Type II restriction enzyme DpnI (dpnC)	0.166666666667
Cysteine synthase (EC 2.5.1.47)	1.0
Type I restriction-modification system, DNA-methyltransferase subunit M (EC 2.1.1.72)	0.5
aspartate aminotransferase	0.166666666667
Gll1989 protein	0.166666666667
FIG002813: LPPG:FO 2-phospho-L-lactate transferase like, CofD-like	0.166666666667
Cell division protein FtsZ (EC 3.4.24.-)	1.0
Carboxy-terminal processing protease	0.333333333333
FIG00431917: hypothetical protein	0.166666666667
4-hydroxy-2-oxoglutarate aldolase (EC 4.1.3.16) @ 2-dehydro-3-deoxyphosphogluconate aldolase (EC 4.1.2.14)	0.166666666667
Cobalt-zinc-cadmium resistance protein CzcA; Cation efflux system protein CusA	1.0
Glycine dehydrogenase [decarboxylating] (glycine cleavage system P2 protein) (EC 1.4.4.2)	1.0
Diaminopimelate decarboxylase (EC 4.1.1.20)	1.0
Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)	1.0
Legionaminic acid cytidylyltransferase (EC 2.7.7.43)	0.166666666667
Nicotinate phosphoribosyltransferase (EC 2.4.2.11)	1.0
putative large secreted protein	0.333333333333
UPF0118 membrane protein YrrI	0.166666666667
tRNA-Arg-TCG	0.166666666667
RNA polymerase sigma factor RpoE	1.0
RNA polymerase sigma factor RpoD	1.0
LSU ribosomal protein L31p	0.833333333333
Translation elongation factor Tu	1.0
tRNA-Arg-TCT	1.0
Translation elongation factor Ts	1.0
O-succinylbenzoic acid--CoA ligase (EC 6.2.1.26)	0.166666666667
Decaheme cytochrome c MtrA	0.5
Response regulator of zinc sigma-54-dependent two-component system	1.0
ATP-dependent DNA ligase (EC 6.5.1.1) LigC	0.5
Putative sugar ABC transporter	0.166666666667
Aspartyl-tRNA synthetase (EC 6.1.1.12) @ Aspartyl-tRNA(Asn) synthetase (EC 6.1.1.23)	1.0
Polyphosphate glucokinase (EC 2.7.1.63)	0.666666666667
hypothetical protein-signal peptide and transmembrane prediction	0.166666666667
Alkaline phosphatase (EC 3.1.3.1); Type I phosphodiesterase/nucleotide pyrophosphatase precursor	0.333333333333
Protein serine/threonine phosphatase PrpC, regulation of stationary phase	1.0
Biotin synthase (EC 2.8.1.6)	0.333333333333
thioredoxin family protein	0.333333333333
Permease	0.166666666667
alpha-glucosidase	0.166666666667
Acyltransferase 3	0.166666666667
DNA repair protein RecN	1.0
FIG00923150: hypothetical protein	0.166666666667
Aspartate 1-decarboxylase (EC 4.1.1.11)	0.333333333333
Regulating synaptic membrane exocytosis protein 2	0.166666666667
Bis(5'-nucleosyl)-tetraphosphatase (asymmetrical) (EC 3.6.1.17)	0.833333333333
Flagellar biosynthesis protein FlhA	0.833333333333
Flagellar biosynthesis protein FlhB	0.833333333333
4-keto-6-deoxy-N-Acetyl-D-hexosaminyl-(Lipid carrier) aminotransferase	0.666666666667
Probable glutathione S-transferase-related transmembrane protein (EC 2.5.1.18)	0.833333333333
beta-lactamase	0.5
short chain dehydrogenase	0.5
3-oxoacyl-[acyl-carrier protein] reductase (EC 1.1.1.100)	1.0
FIG01231786: hypothetical protein	0.166666666667
dessication-associated protein	0.166666666667
FIG00829181: hypothetical protein	0.166666666667
Sel1 domain protein repeat-containing protein	0.333333333333
Outer membrane lipoprotein carrier protein LolA	0.166666666667
Phenylalanyl-tRNA synthetase beta chain (EC 6.1.1.20)	1.0
N-acetylglucosamine-1-phosphate uridyltransferase (EC 2.7.7.23) / Glucosamine-1-phosphate N-acetyltransferase (EC 2.3.1.157)	1.0
SSU ribosomal protein S18p @ SSU ribosomal protein S18p, zinc-dependent	1.0
Prolyl aminopeptidase( EC:3.4.11.5 )	0.166666666667
N-acetylglucosamine-6-phosphate deacetylase (EC 3.5.1.25)	1.0
Membrane proteins related to metalloendopeptidases	1.0
ATP-dependent helicase HrpB	0.5
Serine phosphatase	0.5
TniA putative transposase	0.333333333333
Alginate lyase precursor (EC 4.2.2.3)	0.666666666667
Alkyl hydroperoxide reductase protein C (EC 1.6.4.-)	0.666666666667
Mannose-6-phosphate isomerase	0.333333333333
Translation initiation factor 1	1.0
FIG01081881: hypothetical protein	1.0
Translation initiation factor 3	1.0
Translation initiation factor 2	1.0
alpha-mannosidase	0.166666666667
Mannonate dehydratase (EC 4.2.1.8)	0.166666666667
phosphoesterase, putative	0.666666666667
cell filamentation protein	0.333333333333
Dipeptidyl anminopeptidase	0.5
serine phosphatase	0.333333333333
ParA family chromosome partitioning protein	0.333333333333
Predicted transcriptional regulator	0.333333333333
Allophanate hydrolase (EC 3.5.1.54)	0.5
Methylmalonate-semialdehyde dehydrogenase (EC 1.2.1.27)	0.5
Inter-alpha-trypsin inhibitor heavy chain H3 precursor	0.5
predicted alpha-L-rhamnosidase	0.666666666667
probable oxidoreductase	0.333333333333
COG1836	0.166666666667
Cobalt-precorrin-6x reductase (EC 1.3.1.54)	0.5
putative transcriptional regulator, /protein_id=	0.166666666667
Rare lipoprotein A precursor	1.0
FIG00975123: hypothetical protein	0.166666666667
3-deoxy-D-manno-octulosonate 8-phosphate phosphatase (EC 3.1.3.45)	1.0
Succinyl-CoA ligase [ADP-forming] beta chain (EC 6.2.1.5)	1.0
4-hydroxy-tetrahydrodipicolinate synthase (EC 4.3.3.7)	0.166666666667
Hemoprotein HemQ, essential component of heme biosynthetic pathway in Gram-positive bacteria	0.333333333333
D-aminoacylase (EC 3.5.1.81)	0.333333333333
SSU ribosomal protein S20p	1.0
Flp pilus assembly protein TadB	0.333333333333
Acetylglutamate kinase (EC 2.7.2.8)	1.0
Iron-dependent repressor IdeR/DtxR	0.166666666667
Hydrogenase maturation protease (EC 3.4.24.-)	0.333333333333
probable transposase protein, Y4bF	0.333333333333
Isoflavone reductase homolog P3 (EC 1.3.1.-)	0.333333333333
NADH-ubiquinone oxidoreductase chain H (EC 1.6.5.3)	1.0
Integrase catalytic region	0.333333333333
alpha amylase catalytic region	0.166666666667
putative dehydrogenase	0.333333333333
Ribonucleotide reductase of class Ia (aerobic), beta subunit (EC 1.17.4.1)	0.5
Similarity	0.333333333333
PUTATIVE RHS-RELATED PROTEIN	0.166666666667
Guanylate kinase (EC 2.7.4.8)	1.0
Guanine deaminase (EC 3.5.4.3)	0.333333333333
ASPIC/UnbV domain protein	0.666666666667
NADH:flavin oxidoreductase/NADH oxidase	0.666666666667
N-acetylmuramoyl-L-alanine amidase (EC 3.5.1.28)	1.0
ABC-type Fe3+ transport system protein; Molybdenum transport protein, putative	0.833333333333
Arabinose 5-phosphate isomerase (EC 5.3.1.13)	1.0
Cystathionine beta-lyase (EC 4.4.1.8)	0.5
tRNA-Gln-TTG	1.0
UvrB/UvrC protein	1.0
Alkylhydroperoxidase protein D	0.666666666667
N-carbamoylputrescine amidase (3.5.1.53)	1.0
integral membrane rhomboid family serine protease MJ0610.1	0.5
Coenzyme PQQ synthesis protein C	0.333333333333
DNA polymerase X family	1.0
Cellulose synthase operon protein C	0.833333333333
methyl-accepting chemotaxis protein	0.5
Coenzyme PQQ synthesis protein E	0.333333333333
COG2152 predicted glycoside hydrolase	0.833333333333
Deoxyhypusine synthase (EC 2.5.1.46)	1.0
integrase/recombinase XerD	0.333333333333
Capsule assembly protein	0.166666666667
tmRNA-binding protein SmpB	1.0
Aspartyl-tRNA(Asn) amidotransferase subunit B (EC 6.3.5.6) @ Glutamyl-tRNA(Gln) amidotransferase subunit B (EC 6.3.5.7)	1.0
Tyrosine recombinase XerC	0.333333333333
L-proline glycine betaine binding ABC transporter protein ProX (TC 3.A.1.12.1) / Osmotic adaptation	1.0
Tyrosine recombinase XerD	1.0
Polygalacturonase (EC 3.2.1.15)	1.0
Dihydroxy-acid dehydratase (EC 4.2.1.9)	1.0
COG2041: Sulfite oxidase and related enzymes	0.833333333333
protein of unknown function DUF218	1.0
protein of unknown function UPF0126	0.166666666667
Iron-sulfur cluster assembly scaffold protein IscU	1.0
protein of unknown function DUF214	1.0
conserved hypothetical membrane-anchored protein	0.333333333333
UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase (EC 2.3.1.-)	1.0
4-hydroxythreonine-4-phosphate dehydrogenase (EC 1.1.1.262)	0.166666666667
N-acetyl-L,L-diaminopimelate deacetylase (EC 3.5.1.47)	0.5
Quinolinate phosphoribosyltransferase [decarboxylating] (EC 2.4.2.19)	1.0
Magnesium and cobalt efflux protein CorC	1.0
Transporter	0.333333333333
flavin reductase domain protein FMN-binding	0.333333333333
Isoleucyl-tRNA synthetase (EC 6.1.1.5)	1.0
Dipeptide transport system permease protein DppB (TC 3.A.1.5.2)	0.166666666667
NADPH-dependent FMN reductase	0.166666666667
DNA primase (EC 2.7.7.-)	1.0
Malate dehydrogenase (EC 1.1.1.37)	0.833333333333
H+-transporting two-sector ATPase, B/B' subunit	0.666666666667
Ribosomal protein L11 methyltransferase (EC 2.1.1.-)	0.166666666667
OpgC protein	0.166666666667
Two-component system response regulator OmpR	0.166666666667
two-component sensor histidine kinase	0.333333333333
putative multi-domain protein	0.333333333333
Imidazoleglycerol-phosphate dehydratase (EC 4.2.1.19)	1.0
Penicillin-binding protein 2 (PBP-2)	1.0
FIG01083867: hypothetical protein	0.333333333333
Cytoplasmic axial filament protein CafA and Ribonuclease G (EC 3.1.4.-)	1.0
acetyltransferase homolog	0.333333333333
Uricase (urate oxidase) (EC 1.7.3.3)	0.5
Amino acid transporter	0.166666666667
Programmed cell death toxin PemK	0.333333333333
Flagellar motor rotation protein MotA	0.833333333333
protein of unknown function DUF323	0.833333333333
Assimilatory nitrate reductase large subunit (EC:1.7.99.4)	0.666666666667
Flagellar motor rotation protein MotB	0.833333333333
cyclase/dehydrase	0.5
anti-sigma F factor antagonist (spoIIAA-2); anti sigma b factor antagonist RsbV	0.833333333333
oxidoreductase, Gfo/Idh/MocA family	1.0
protein of unknown function DUF329	0.833333333333
protein of unknown function DUF882	0.666666666667
major facilitator superfamily (MFS) transporter	1.0
Cytochrome c551/c552	0.333333333333
RNA polymerase sigma-70 factor, ECF subfamily	0.666666666667
Cyclase	0.666666666667
Molybdopterin biosynthesis protein MoeA	1.0
Molybdopterin biosynthesis protein MoeB	1.0
ceramide glucosyltransferase, putative	1.0
FIG01082400: hypothetical protein	0.166666666667
Phage major capsid protein	0.5
FIG138928: iron-regulated membrane protein	0.166666666667
putative phosphatase/kinase	0.166666666667
acid phosphatase	0.166666666667
Resolvase/integrase	0.166666666667
Uncharacterized protein sll1880 (YjbQ family)	0.166666666667
Chlorogenate esterase	0.333333333333
FIG00457089: hypothetical protein	0.166666666667
FIG01134197: hypothetical protein	0.166666666667
Uracil phosphoribosyltransferase (EC 2.4.2.9) / Pyrimidine operon regulatory protein PyrR	1.0
Na+/H+ antiporter NhaP	0.333333333333
FIG01121096: hypothetical protein	0.5
Malonyl CoA acyl carrier protein transacylase (EC 2.3.1.39)	0.166666666667
Formate--tetrahydrofolate ligase (EC 6.3.4.3)	0.5
glycosyl transferase, group 2 family protein	0.166666666667
multi-sensor hybrid histidine kinase	0.166666666667
Zn-dependent hydrolase, RNA-metabolising, CPSF 100 kDa analog	0.833333333333
Hemagglutinin-like protein	0.166666666667
Pantothenate:Na+ symporter (TC 2.A.21.1.1)	1.0
Molybdenum storage protein beta subunit	0.166666666667
WzxE protein	0.333333333333
Protein containing transglutaminase-like domain, putative cysteine protease	0.833333333333
Membrane alanine aminopeptidase N (EC 3.4.11.2)	1.0
NUDIX hydrolase	0.333333333333
Putative formate dehydrogenase oxidoreductase protein	0.166666666667
putative halogenase( EC:3.8.1.1 )	0.166666666667
Peptide deformylase (EC 3.5.1.88)	1.0
Xaa-Pro dipeptidase family enzyme	0.166666666667
Uncharacterized protein YphG, TPR-domain containing	0.333333333333
Putative coproporphyrinogen III oxidase of BS HemN-type, oxygen-independent (EC 1.3.99.22), in heat shock gene cluster	0.833333333333
Heat shock protein 60 family co-chaperone GroES	1.0
putative transcriptional regulator protein	0.166666666667
Macrolide-specific efflux protein MacA	0.166666666667
FIG01084422: hypothetical protein	0.166666666667
Uridine monophosphate kinase (EC 2.7.4.22)	0.166666666667
Shikimate kinase I (EC 2.7.1.71) # AroE I	0.166666666667
Putative protein-S-isoprenylcysteine methyltransferase	0.666666666667
pectate lyase	0.5
cytochrome c oxidase, subunit III	0.666666666667
conserved protein of unknown function	0.166666666667
Short-chain dehydrodenase (gene dltE)	0.833333333333
Adenylosuccinate synthetase (EC 6.3.4.4)	1.0
probable oxidoreductase/Short-chain dehydrogenase	0.5
Molybdopterin oxidoreductase (EC 1.2.7.-)	0.833333333333
ADP-L-glycero-D-manno-heptose-6-epimerase (EC 5.1.3.20)	0.333333333333
5-carboxymethyl-2-hydroxymuconate delta-isomerase (EC 5.3.3.10)	0.166666666667
Probable serine/threonine-protein kinase pknL (EC 2.7.11.1)	0.166666666667
Glutaminase A	1.0
RNA polymerase, sigma-24 subunit, ECF subfamily	0.666666666667
2-methylcitrate synthase (EC 2.3.3.5)	0.5
Aldehyde dehydrogenase B (EC 1.2.1.22)	0.5
Permeases of the drug/metabolite transporter (DMT) superfamily	0.5
putative amino acid-binding protein	0.166666666667
TolA protein	0.333333333333
FIG01210595: hypothetical protein	0.166666666667
Dienelactone hydrolase family protein	0.166666666667
Hypothetical radical SAM family enzyme in heat shock gene cluster, similarity with CPO of BS HemN-type	0.166666666667
Glycine cleavage system H protein	1.0
ABC transporter, ATP-binding protein	1.0
Glycyl-tRNA synthetase beta chain (EC 6.1.1.14)	1.0
Cytochrome c oxidase subunit CcoN (EC 1.9.3.1)	0.333333333333
Probable activation/secretion signal peptide protein	0.166666666667
Phosphomannomutase (EC 5.4.2.8) / Phosphoglucomutase (EC 5.4.2.2)	0.333333333333
Predicted glycogen synthase, ADP-glucose transglucosylase (EC 2.4.1.21), Actinobacterial type	0.5
regulatory protein GntR, HTH	0.5
FIG00454644: hypothetical protein	0.333333333333
PUTATIVE HEMAGGLUTININ-RELATED PROTEIN	0.666666666667
Translation elongation factor LepA	1.0
N-carbamoyl-L-amino acid hydrolase (EC 3.5.1.87)	0.666666666667
Dipeptidyl carboxypeptidase Dcp (EC 3.4.15.5)	0.5
Phage tail fiber protein	0.666666666667
Succinyl-CoA ligase [ADP-forming] alpha chain (EC 6.2.1.5)	1.0
Tetratricopeptide repeat protein	0.833333333333
Biotin synthase related domain containing protein	0.333333333333
bll5201; hypothetical protein	0.166666666667
membrane protein-like	0.333333333333
Dipeptidyl aminopeptidases/acylaminoacyl-peptidase-like protein	0.5
Flagellum-specific ATP synthase FliI	0.833333333333
Phenazine biosynthesis PhzC/PhzF protein	0.666666666667
Cytochrome c-type biogenesis protein CcmE, heme chaperone	1.0
FIG049476: HIT family protein	0.166666666667
ChlI component of cobalt chelatase involved in B12 biosynthesis	0.5
histone-like DNA-binding protein	0.333333333333
putative glyoxalase/bleomycin resistance protein/dioxygenase	0.666666666667
Sorbitol dehydrogenase (EC 1.1.1.14)	1.0
Molybdenum ABC transporter, periplasmic molybdenum-binding protein ModA (TC 3.A.1.8.1)	0.833333333333
Quaternary ammonium compound-resistance protein SugE	0.166666666667
Urea carboxylase-related ABC transporter, periplasmic substrate-binding protein	0.5
Protein of unknown function DUF1446	0.166666666667
OsmC family protein	0.166666666667
Acetylornithine deacetylase/Succinyl-diaminopimelate desuccinylase and related deacylases	1.0
COG3464: Transposase and inactivated derivatives	0.166666666667
Peptidoglycan-binding domain 1 protein	0.833333333333
Putative phosphatase YfbT	1.0
Probable racemase	0.166666666667
UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase (EC 2.3.1.191)	0.166666666667
Cell division inhibitor	1.0
FIG001196: Membrane protein YedZ	0.333333333333
Histidine ammonia-lyase (EC 4.3.1.3)	0.5
GDP-mannose 6-dehydrogenase (EC 1.1.1.132)	0.166666666667
Flagellar protein FlbD	0.333333333333
Glutathione peroxidase family protein	0.166666666667
Protein of unknown function DUF1597	0.333333333333
Phenylalanyl-tRNA synthetase alpha chain (EC 6.1.1.20)	1.0
Cytosolic acyl-CoA thioester hydrolase family protein	0.666666666667
Autolysin sensor kinase (EC 2.7.3.-)	0.5
FIG00801137: hypothetical protein	0.166666666667
5S RNA	1.0
secretion protein HlyD	1.0
Chloramphenicol acetyltransferase (EC 2.3.1.28)	0.5
purine and other phosphorylases, family 1	0.333333333333
UDP-glucose dehydrogenase (EC 1.1.1.22)	1.0
Dihydrofolate synthase (EC 6.3.2.12) / Folylpolyglutamate synthase (EC 6.3.2.17)	0.833333333333
Lipid carrier : UDP-N-acetylgalactosaminyltransferase (EC 2.4.1.-)	0.166666666667
Cell division protein BolA	0.166666666667
Exopolyphosphatase (EC 3.6.1.11)	1.0
Peptidase M1 family protein	0.5
FIG00566261: hypothetical protein	0.166666666667
LSU ribosomal protein L15p (L27Ae)	1.0
Siroheme synthase / Precorrin-2 oxidase (EC 1.3.1.76) / Sirohydrochlorin ferrochelatase (EC 4.99.1.4)	0.666666666667
Formiminoglutamase (EC 3.5.3.8)	0.166666666667
Inner membrane protein YihY, formerly thought to be RNase BN	0.166666666667
Biotin synthesis protein bioH	0.333333333333
Heat-inducible transcription repressor HrcA	1.0
Putative beta-galactosidase in 4-hydroxyproline catabolic gene cluster	0.166666666667
Ribosomal large subunit pseudouridine synthase B (EC 4.2.1.70)	1.0
probable haloacid dehalogenase-like hydrolase	0.166666666667
putative efflux membrane protein	0.5
Ribosomal RNA large subunit methyltransferase N (EC 2.1.1.-)	1.0
Chromosomal replication initiator protein DnaA	1.0
GTP cyclohydrolase I (EC 3.5.4.16) type 1	1.0
Prolipoprotein diacylglyceryl transferase (EC 2.4.99.-)	1.0
Site-specific tyrosine recombinase	0.833333333333
FIG01248689: hypothetical protein	0.166666666667
outer membrane protein, OmpA/MotB family	0.5
Glycogen debranching enzyme	1.0
Protein containing an Alanine Racemase Domain	0.166666666667
Flagellin protein FlaA	0.833333333333
FIG01075363: hypothetical protein	0.166666666667
electron transport protein SCO1/SenC	0.166666666667
Na(+)/H(+) antiporter	0.166666666667
Urea carboxylase-related ABC transporter, permease protein	0.5
DNA polymerase I (EC 2.7.7.7)	1.0
putative acyltransferase	0.166666666667
Cobalt-precorrin-4 C11-methyltransferase (EC 2.1.1.133)	0.5
Esterase/lipase, sll0644 homolog	0.166666666667
Folate-dependent protein for Fe/S cluster synthesis/repair in oxidative stress	1.0
Transcriptional regulator, AsnC family	0.166666666667
FIG01111514: hypothetical protein	0.166666666667
Dehydrogenase flavoprotein LodB	0.166666666667
Holliday junction DNA helicase RuvB	1.0
Holliday junction DNA helicase RuvA	1.0
transcriptional regulator, Crp/Fnr family	0.666666666667
Beta-galactosidase (EC 3.2.1.23)	1.0
Redox-sensing transcriptional regulator QorR	0.666666666667
Type I secretion outer membrane protein, TolC precursor	0.166666666667
Prephenate dehydratase (EC 4.2.1.51)	1.0
COG0536: GTP-binding protein Obg	0.833333333333
hypothetical signaling protein	0.333333333333
Transcriptional regulator, IclR family	0.833333333333
Inosine-guanosine kinase (EC 2.7.1.73)	0.166666666667
TPR domain protein, putative component of TonB system	0.666666666667
Predicted D-lactate dehydrogenase, Fe-S protein, FAD/FMN-containing	0.166666666667
N-acetylmannosamine-6-phosphate 2-epimerase (EC 5.1.3.9)	0.333333333333
Permease of the drug/metabolite transporter (DMT) superfamily	1.0
NADPH dependent preQ0 reductase (EC 1.7.1.13)	1.0
Mlr1181 protein	0.666666666667
RND efflux system, inner membrane transporter CmeB	1.0
tRNA(Ile)-lysidine synthetase (EC 6.3.4.19)	0.166666666667
LSU ribosomal protein L27p	1.0
Regulator of nucleoside diphosphate kinase	0.166666666667
Asparaginyl-tRNA synthetase (EC 6.1.1.22)	1.0
putative hydroxylase	0.166666666667
Alcohol dehydrogenase, zinc-binding	0.333333333333
Lipoprotein signal peptidase (EC 3.4.23.36)	1.0
FKBP-type peptidyl-prolyl cis-trans isomerase fklB (EC 5.2.1.8)	0.333333333333
Acriflavin resistance protein	0.333333333333
Xanthine and CO dehydrogenases maturation factor, XdhC/CoxF family	1.0
YbbM seven transmembrane helix protein	0.333333333333
Cytoplasmic alpha-amylase (EC 3.2.1.1)	0.5
Thioredoxin-like	0.5
Wiskott-Aldrich syndrome protein interacting protein	0.166666666667
Alpha/beta hydrolase fold (EC 3.8.1.5)	0.333333333333
multi-sensor signal transduction histidine kinase	0.666666666667
similar to CONJUGAL TRANSFER PROTEIN TRBI	0.5
alkyl hydroperoxide reductase	0.166666666667
Phage-like element PBSX protein xkdP	0.166666666667
protein of unknown function UPF0132	0.333333333333
Butyryl-CoA dehydrogenase (EC 1.3.8.1)	0.166666666667
peptidyl-prolyl cis-trans isomerase	0.333333333333
Phospholipase/lecithinase/hemolysin	0.333333333333
Cold-shock protein, DNA-binding	0.666666666667
DoxX	0.5
GTP-binding protein Obg	0.166666666667
Mlc, transcriptional repressor of MalT (the transcriptional activator of maltose regulon) and manXYZ operon	0.166666666667
Membrane protein, putative	0.333333333333
protein of unknown function DUF190	0.333333333333
protein of unknown function DUF192	0.666666666667
Rod shape-determining protein MreD	0.5
3-polyprenyl-4-hydroxybenzoate carboxy-lyase (EC 4.1.1.-)	0.5
Flavin monoamine oxidase-related protein	0.166666666667
SAM-dependent methyltransferases	0.333333333333
Rod shape-determining protein MreB	1.0
Rod shape-determining protein MreC	1.0
putative epoxide hydrolase	0.166666666667
Uridine kinase (EC 2.7.1.48)	0.5
Pyridoxine biosynthesis glutamine amidotransferase, synthase subunit (EC 2.4.2.-)	1.0
Maltose/maltodextrin ABC transporter, substrate binding periplasmic protein MalE	0.166666666667
FIG00573035: hypothetical protein	0.166666666667
dehydrogenase clustered with L-fuconate utilization genes	0.166666666667
conserved hypothetical protein [Pyrococcus horikoshii]; COG2102: Predicted ATPases of PP-loop superfamily; IPR002761: Domain of unknown function DUF71	0.333333333333
Glutamine amidotransferase class-I (EC 6.3.5.2)	0.333333333333
ATPase involved in DNA repair	0.333333333333
CTP synthase (EC 6.3.4.2)	1.0
glycoside hydrolase, family 5	0.333333333333
Phosphopantothenoylcysteine decarboxylase (EC 4.1.1.36) / Phosphopantothenoylcysteine synthetase (EC 6.3.2.5)	1.0
Aspartyl-tRNA(Asn) amidotransferase subunit C (EC 6.3.5.6) @ Glutamyl-tRNA(Gln) amidotransferase subunit C (EC 6.3.5.7)	1.0
amine oxidase	0.833333333333
sensory box histidine kinase/response regulator	0.166666666667
putative exported protein	0.833333333333
Ribose ABC transport system, periplasmic ribose-binding protein RbsB (TC 3.A.1.2.1)	0.166666666667
coagulation factor 5/8 type domain protein	0.166666666667
tRNA pseudouridine synthase A (EC 4.2.1.70)	1.0
MutS-related protein, family 1	0.666666666667
tRNA-specific adenosine-34 deaminase (EC 3.5.4.-)	1.0
UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase (EC 3.5.1.-)	0.833333333333
Kinase similar to eukaryotic-like N-acetylglucosamine kinase	0.166666666667
Integral membrane protein	0.666666666667
FIG01041715: hypothetical protein	0.166666666667
Cystathionine beta-synthase (EC 4.2.1.22)	0.166666666667
TPR Domain containing protein	0.166666666667
Lipid-A-disaccharide synthase (EC 2.4.1.182)	1.0
Cyanophycinase (EC 3.4.15.6)	0.333333333333
PIN domain family protein	0.333333333333
Ribosome-binding factor A	1.0
Fucose permease	1.0
FIG00346670: hypothetical protein	0.833333333333
Urea carboxylase-related aminomethyltransferase (EC 2.1.2.10)	0.5
YgjD/Kae1/Qri7 family, required for threonylcarbamoyladenosine (t(6)A) formation in tRNA	0.833333333333
Tryptophan synthase beta chain (EC 4.2.1.20)	1.0
FIG00553078: hypothetical protein	0.166666666667
D-glycero-D-manno-heptose 1-phosphate guanosyltransferase	0.333333333333
TsaE protein, required for threonylcarbamoyladenosine t(6)A37 formation in tRNA	0.166666666667
Cell division transporter, ATP-binding protein FtsE (TC 3.A.5.1.1)	0.666666666667
Homoserine kinase (EC 2.7.1.39)	1.0
putative transmembrane regulator PrtR	0.166666666667
FIG01082832: hypothetical protein	0.5
Putative inner membrane protein	0.5
ATP synthase F0 sector subunit b' (EC 3.6.3.14)	0.166666666667
Cadmium-transporting ATPase (EC 3.6.3.3)	0.166666666667
UbiA prenyltransferase	0.166666666667
Alpha-L-fucosidase (EC 3.2.1.51)	1.0
FIG313892: hypothetical protein	0.5
Phosphoglyceromutase/phosphopentomutase	0.5
FIG00628943: hypothetical protein	0.166666666667
Putative secreted protein	0.166666666667
Uncharacterized protein MJ1614	0.166666666667
cytochrome P450	1.0
Quaternary ammonium compound-resistance protein	0.166666666667
FIG00802536: hypothetical protein	0.166666666667
probable Mip	0.333333333333
Na-Ca exchanger/integrin-beta4	0.5
conserved hypothetical membrane protein	0.166666666667
Cupin 2 conserved barrel domain protein	0.666666666667
Ribosomal RNA small subunit methyltransferase B (EC 2.1.1.-)	0.833333333333
2-keto-3-deoxy-D-arabino-heptulosonate-7-phosphate synthase I alpha (EC 2.5.1.54)	0.666666666667
Transcriptional regulator, MecI family	0.166666666667
Gene Transfer Agent portal protein ## ORFG03	0.166666666667
lipolytic enzyme, G-D-S-L family	0.166666666667
Urea carboxylase-related ABC transporter, ATPase protein	0.5
Cys regulon transcriptional activator CysB	0.833333333333
Capsule polysaccharide export protein	1.0
LtrC-like protein	0.666666666667
BioH protein, putative	0.166666666667
Soluble lytic murein transglycosylase precursor (EC 3.2.1.-)	1.0
Putative heat shock protein YegD	0.333333333333
Threonine synthase (EC 4.2.3.1)	1.0
FIG101079: Lytic enzyme	0.166666666667
capsular polysaccharide biosynthesis protein	0.166666666667
Thioredoxin reductase (EC 1.8.1.9)	1.0
Hypothetical protein YggS, proline synthase co-transcribed bacterial homolog PROSC	1.0
TonB-dependent receptor, plug	0.166666666667
glutaryl-7-ACA acylase precursor	0.833333333333
Peptidoglycan-binding domain 1	0.5
N-acetyl muramidase	0.166666666667
4,4'-diaponeurosporenoate glycosyltransferase (EC 2.4.1.-)	0.166666666667
FIG01198285: hypothetical protein	0.166666666667
Ferredoxin reductase	0.166666666667
FIG00452795: hypothetical protein	0.166666666667
FIG01221613: hypothetical protein	0.333333333333
thiol:disulfide interchange protein	0.166666666667
tRNA-Met-CAT	1.0
Conjugative transfer protein TrbE	0.166666666667
Single-stranded DNA-binding protein	1.0
Phytoene desaturase (EC 1.14.99.-)	0.166666666667
Large subunit terminase	0.166666666667
Outer membrane protein	0.5
N-acetyltransferase	0.333333333333
Short-chain dehydrogenase/reductase SDR( EC:1.1.1.100 )	0.166666666667
carbohydrate esterase, family 1	0.166666666667
Conjugative transfer protein TrbI	0.5
FIG054491: hypothetical protein	0.166666666667
NADH ubiquinone oxidoreductase chain A (EC 1.6.5.3)	1.0
Transcribed locus, weakly similar to NP_063946.1 N-acylsphingosine amidohydrolase (non-lysosomal ceramidase) 2 [Homo sapiens] [Source:UniGene;Acc:Cin.12797]	0.166666666667
Uridylate kinase (EC 2.7.4.-)	0.833333333333
